tname,title,view,like,danmaku,share,coin
日常,《能套在各种旅游上！》的经验分享（二）,291457,47132,94,9445,9445
搞笑,菜刀牛——限时返场！,466291,45812,339,241,241
单机游戏,细思极恐！同类相食，居然是实现生态平衡的好方法！,1020927,66149,1154,1194,1194
美食制作,厨师长自创“小炒肉”，试验上百遍，先让四伯把把关,515130,26971,3387,918,918
校园学习,依托大师云游高校VLOG: 中国科学技术大学,135112,12380,577,1291,1291
网络游戏,光听声音哪还分得清这是英雄联盟还是王者荣耀啊,821343,81558,1854,5694,5694
单机游戏,超难惊变生存「最终生还者」第四期!!？,832516,119018,2542,358,358
VOCALOID·UTAU,?爷在 5:20 抽卡，13:14捡垃圾！?,180562,22820,416,740,740
影视杂谈,【糖叔】两位普通的不能再普通的老人，两位伟大到不能再伟大的“镇关大将”真人真事《守边人》,818720,52769,862,220,220
健身,挑战欺骗餐之母颜如晶的地狱级饮食的一天！,341567,28816,565,1722,1722
手工,一手两笔，笔歌墨舞~,603614,96699,683,6915,6915
美食记录,杭州称重快餐 急头白脸吃一顿多少钱？,932975,79386,953,330,330
三农,相识8年，2023年结婚，2024我们迎来了第一个宝宝,597058,31113,1445,950,950
短片·手书,【轰】快让这个小孩走开啊啊啊啊啊！！,2527116,130529,620,336,336
美食记录,和兄弟去吃夜市有多快乐,682418,78002,766,3739,3739
动漫杂谈,我是狗,110234,19432,626,93,93
音乐现场,【张杰】状态无敌？南昌鲨疯了《不眠之夜》如此轻松的拿捏,380955,32914,581,3083,3083
人力VOCALOID,义父5：20进貂蝉房间，13：14都没停,197135,28782,236,2210,2210
短片·手书,穿越到游戏王，给动画里的阳间人一点小小阴间震撼,928800,53159,2807,4422,4422
美食制作,这一口下去，快乐不就来了吗,1561321,166800,1338,4838,4838
亲子,成年人的崩溃 往往只在一瞬间（110期）,310930,39696,1091,2067,2067
小宠异宠,鸭妈妈操碎了心，还要现场教学，母爱太伟大了,164373,17068,612,406,406
科学科普,【鬼谷闲谈】穿山甲：身在兽营心向龙,1016885,90657,4271,1302,1302
综合,?2023年度最佳情侣?,500259,68367,351,798,798
新能源车,我的小米SU7到底是怎么撞的？后续怎么样了？,313704,21040,474,1550,1550
人文历史,二战饮食漫谈——斯帕姆罐头的封神之路,952766,43354,3742,1098,1098
搞笑,保安：我这是得罪了哪尊通天神了,1095756,119573,524,395,395
日常,100斤重大铁球甩的飞起 看俄罗斯二哥健硕身材是怎样养成的！,149440,13600,924,62,62
单机游戏,细数街机游戏中的那些“奖励关卡”，手指按到报废！,284491,18144,1260,134,134
田园美食,瑞士雪山吃席，1000元能吃到什么？坐火车寻山间美味,421132,36603,3388,1266,1266
搞笑,【猫meme】女大报名参军被突然带走,1049671,138310,744,835,835
网络游戏,当永劫只能三排，而我们有四个人时。。。,740122,71396,214,1857,1857
美食制作,很普通的早餐,1435381,241771,745,2939,2939
仿妆cos,【神级国宴】名侦探柯南cos团片,333718,64324,1548,7770,7770
电子竞技,《我 真 不 是 数 值 怪》,382543,25936,2259,190,190
美妆护肤,现在相亲连医生这个职业都不香了嘛？？？,1599870,183817,2152,2481,2481
预告·资讯,代表日本动画最高视觉表现力的神作将迎来重映！,443539,27188,166,2355,2355
校园学习,人生建议：不要等待,561809,126132,192,4284,4284
明星舞蹈,【Taylor Swift】北京大学霉霉主题夜奔｜残夏 Cruel Summer 开场舞完整回放！,218517,26377,76,2120,2120
人力VOCALOID,?我 在 5:20 睡 觉 13:14 遇 先 帝 ?,431559,51855,610,2492,2492
日常,以前对她的疑问 在几年后由我自己来回答了,503990,80680,269,5606,5606
数码,耳机也能复古？无线颈戴耳机还在更新？！华为FreeLace Pro 2体验,335375,13886,686,301,301
美食记录,谁 想 出 的 神 仙 吃 法 ？,313077,29597,345,884,884
短片·手书,女王：所以我们现在还出不出去？【芽衣生日2024 / 崩坏3】,413863,63688,995,2490,2490
手机游戏,《原神》4.6版本PV：「两界为火，赤夜将熄」,2010768,145418,9738,16324,16324
短片·手书,【第五人格生日会】当大家互换衣服！,297620,58222,1233,6614,6614
娱乐杂谈,《集市风云》 第二十一集 近朱者赤，近墨者黑 #剧情 #集市风云,541323,46471,108,187,187
音乐现场,Lana Del Rey和Billie Eilish同台表演《Ocean Eyes+Video Games》,194081,18077,899,8429,8429
日常,“等我长大了，您就等着享福吧”,1327513,45059,559,371,371
手机游戏,忍者出了再多，也只有玩青水时有回家的感觉，也许这就是操作的宿命,157181,19641,129,129,129
亲子,终于买了，落地100万，和家人商量了下买了下来，恭喜我吧,676988,90264,1199,1914,1914
美食侦探,人人都能吃回本的神仙自助，被我给找到了！,616715,29911,872,2543,2543
科学科普,网络热门长虫视频(68)男子被9斤眼镜王蛇咬伤！直接把蛇抓到了医院？美女医生都惊呆了！,500723,21519,3233,325,325
搞笑,总算搬完家啦,530077,68101,307,821,821
搞笑,江  户  川  乱  射,701889,48056,664,2993,2993
社科·法律·心理,思维混乱，如何在30秒内重置大脑？一个心理学效应帮你疏通脑雾！,292096,22049,775,2419,2419
影视杂谈,初代《钢铁侠》登场，拯救了濒临倒闭的漫威电影，打戏燃爆全场！,1641434,87383,1277,209,209
手机游戏,暴雪回归，牵手微软！网易野心摊牌了！,131960,14499,614,161,161
喵星人,大壮做梦了,206638,21512,360,648,648
综合,这才是兵器之王！《雾山五行》这场景是真实存在的吗？（03）,486097,62187,166,662,662
小剧场,公司里有内鬼！,266822,28297,153,947,947
电子竞技,有些东西，是没办法教的。最掉小珍珠的一集。,261139,28408,881,955,955
翻唱,二次元版《5:20AM》完整版填词翻唱！?我在深夜26点，倍速播放我推的新动画?,103886,19855,89,1415,1415
短片,集结了大半个班级，我们还原了历史上的三三制！,415715,20874,745,623,623
特摄,由于封面太像二创导致没人点进来看？【萨姆cos】,748739,195653,337,3551,3551
搞笑,爸怎么会放弃你呢？,685722,241148,454,252,252
日常,拿玩具相机给小姐姐拍照,1228991,167200,328,1682,1682
搞笑,总裁！夫人她又跑了……,899680,128787,266,1315,1315
美食侦探,便利店竟然也能做成自助？挑战日本的奇葩自助餐！！！！！,429072,26128,2581,583,583
搞笑,整个视频做的我眼前一亮一黑一亮一黑又一黑………,344662,25437,5830,174,174
社科·法律·心理,谁在嫉妒你，精准捕捉！,220802,30334,858,1765,1765
演奏,前方超神!！德国钢琴家上海街头炸响《诀别书》,370998,26032,591,1440,1440
电子竞技,当年的不死八戒，彻底回来了！,1361215,66590,1248,1185,1185
音乐综合,河南省歌是什么梗【梗指南】,2890441,169741,4582,16555,16555
搞笑,没有你 那我奔跑的目标在哪里,916438,114224,563,4390,4390
汽车生活,给女朋友妹妹选了台10W的车，她说...,516790,17888,2012,2637,2637
仿妆cos,诸位 可愿为本帅俯首,929669,144741,823,2392,2392
短片·手书,金 馋 子 ?,598900,84630,1215,3603,3603
搞笑,挑战花光领导的所有工资！,1955457,170844,26400,2736,2736
鬼畜剧场,?有 杂 质 是 你 的 谎 言?,1330736,81227,345,1249,1249
家居房产,挑战和房东说我不想交租了，会发生什么,1642158,112581,642,600,600
日常,正是江南四月天！在西湖划船、绍兴吃白切鹅、漫步乌龟潭｜芽腿vlog178,64154,5167,392,608,608
单机游戏,怪兽100天P13 安培拉星人降临 绝望的压迫感,320382,26977,2804,235,235
小剧场,第五条：记住！你住的是单人寝室,1704283,149309,326,2339,2339
日常,这是我见过最美的大学生,745525,119773,445,890,890
数码,没想到啊！以前KFC花活不少啊！,303311,19130,2108,863,863
电子竞技,当我选出上单VN排到宝蓝：这是个高手,318315,33349,319,92,92
明星舞蹈,刚跟妈妈吵完架录舞又不得不求她帮忙穿裙子时belike……,1098414,122939,179,462,462
仿妆cos,【声之形】   以声之色，塑花之形，将你之名，刻于我心。,276704,27661,40,500,500
影视杂谈,承包鱼塘名场面偶像剧《杉杉来了》！可爱杉杉也太下饭啦~~,377545,22094,4521,661,661
仿妆cos,这就是反差吗？,507535,68924,50,329,329
音乐现场,童年原唱突现校园，引发大学生集体合唱，猪猪侠，果宝特攻，超兽武装，果宝特攻粉丝一网打尽！！！,188271,17875,131,627,627
科学科普,大暴雨来了！南北多省再迎狂风沙尘冰雹，南方雨量持续偏多云南除外,515068,30221,1489,2172,2172
小剧场,我当爹啦！！老婆辛苦了！！！,1092484,108915,443,106,106
搞笑,“Cheems，现在是幻想时间吗？”（2）,209231,42855,527,353,353
短片,我服了…班里的师生关系太乱了！,2351124,246069,1015,1950,1950
科学科普,污水沟出传奇！头孢为何能80年始终冲在临床第一线?【抗生素的故事⑧-头孢菌素】,77208,4255,484,157,157
小剧场,我与顾少的百亿婚约最终话！,1220599,153351,2456,2712,2712
音乐现场,BABYMONSTER最新回归曲SHEESH乐队Live版,974741,61846,5178,18910,18910
美食制作,最意想不到的一集，看到结尾。。,466789,124613,223,88,88
短片·手书,【星穹铁道手书/砂金中心】CH4NGE（2.1剧情向）,359807,117418,252,7758,7758
新能源车,一分钱没花！理想 MEGA 车主的真实评测,163892,8211,926,519,519
鬼畜剧场,【叶给我一片二向箔】新作上线，快来看看！,2252335,282862,350,27562,27562
日常,红星大厦的保安永远不会让你失望,294122,37843,180,763,763
搞笑,这里真的是图书馆吗?,787879,65112,323,1194,1194
搞笑,笑死！第一次带3岁儿子出国，他竟然怂了...,710493,49906,1828,1906,1906
人力VOCALOID,"?潮在5:20睡觉,13:14当老板！?",134620,14113,457,376,376
人文历史,写情书？不如先看看曹植的《洛神赋》。,192944,20707,222,637,637
汽车生活,10万块就能买全国无图智驾，真好用还是纯忽悠？,286680,17271,1858,750,750
搞笑,吾日三省吾身，吾没有错！,855420,165325,130,8885,8885
美食制作,粤菜里整鸡去骨难度有多大？起出80刀，耗时1200秒！,127069,18000,86,263,263
校园学习,字字泣血！高考前一定要做与不许做的事！,160561,34580,921,1535,1535
翻唱,《安和桥》翻唱  |  “终不似，少年游”,187144,14871,396,642,642
小剧场,我送朋友去二次元,818315,82694,2434,2944,2944
美食制作,感谢大家最近对我们的关注，我们就是那个在幼儿园里最忙的小孩,250318,38357,157,1233,1233
日常,【MrBeast官方】100个小孩对100个大人挑战50万美元？,591542,44395,1556,390,390
短片·手书,《傲慢与偏见》,1064930,184447,465,4163,4163
绘画,“这世上还有我陪你一起普通，你害怕什么^O^”,427626,128643,211,2034,2034
影视剪辑,救命被这句欧巴硬控了！看到海王又选妹妹给哥气笑了 公开兄妹关系后更亲近了呢丨恋爱兄妹◎宰亨×世承,604358,31454,525,1946,1946
日常,泰国是一个比美国都“开放”的国家,414897,20033,703,596,596
鬼畜剧场,最 强 大 爷,2041930,297099,606,16441,16441
单机游戏,暴 雪 回 归 玩 家 现 状 2.0《沙雕玩家联盟》,197409,25473,655,1345,1345
手机游戏,流星毁灭！,540997,63610,115,1922,1922
美食制作,能被大师誉为老饭骨最美的餐是什么饕餮盛宴？这次揭晓啦~,327740,14139,416,175,175
健身,观赏·肌肉型阿拉蕾-怎么看都缺了个带翅膀的帽子,832534,67128,395,3261,3261
网络游戏,为什么上单一直在游走啊,642669,34230,315,1482,1482
单机游戏,【风笑试玩】在末日用自行车砸人？丨Turbo Kid 试玩,91347,8990,640,66,66
手工,用耳机做个夏油杰脑花~,1233338,99880,360,13145,13145
搞笑,苍蝇不会叮无缝的蛋,267468,52791,952,435,435
电子竞技,《峡谷追缉令3：风云再起》,740061,98102,1379,1263,1263
校园学习,5人大,901717,71311,2294,955,955
绘画,任何事做到细致，就是艺术。,2175242,328081,875,823,823
三农,小牛生一肚子气，打电话找我爸消气，直接开膛破肚！,1157635,132655,2756,932,932
影视杂谈,女学生作业太多，直接跳楼自尽，家人浑然不知！,1947187,46330,6633,2344,2344
美食记录,3块钱的山药怎么才能卖到888块钱？,910558,57250,218,985,985
穿搭,当我翻出了那些辣眼睛的陈年旧衣。。。,304778,31059,4527,162,162
日常,“记忆里的一切，都将被改写。”【奇珍时装】宿伞之魂—麒麟商人和【稀世随身物品】宿伞之魂—玉麒麟的游戏内效果展示视频来啦~特别说明：【奇珍时装】宿伞之魂—麒…,426494,43759,1463,21270,21270
社科·法律·心理,宝宝也要学法律？,499061,130763,593,1622,1622
单机游戏,一家子都成熟人了哦,1173568,140693,266,1425,1425
手工,一块木头雕刻出美若天仙的人,482151,49044,677,146,146
出行,逛日本最大玩具店，日本小孩玩的也太花了吧!,107888,11900,549,455,455
小剧场,戒指怎么会摘不掉呢…,447427,44737,936,1778,1778
美食制作,烤肉串卷饼出摊教程 一学就会,1098905,59144,896,2658,2658
鬼畜剧场,神金，每一步都在证明这是假金,770513,49791,809,3199,3199
美食制作,酸奶菲士：一杯无限Shake，超高泡沫，超高颜值，超有食欲的cocktail。,1750399,181431,564,811,811
小剧场,开春了！小朋友们注意卫生！,3198807,230485,2980,1577,1577
搞笑,祝你愉快的一天:-),238946,48768,862,133,133
配音,一口气看完！哆啦A梦镜世界怪谈,433595,18334,847,838,838
出行,老君山这么美？那必须得去看看,1679630,143815,480,6287,6287
职业职场,脑力工作者的3种累&3种较佳的休息方式,797141,27620,912,8744,8744
短片·手书,你的外卖到了,187553,38739,222,533,533
单机游戏,随机有用植物VS随机僵尸-哪路能笑到最后？#108每日一竞猜,141783,17000,2873,415,415
原创音乐,谢谢大家喜欢我的歌,552052,47210,384,1648,1648
动漫杂谈,炸裂！特效拉满的终极BOSS战！《凡人修仙传》97逐帧解析,307142,36061,1956,488,488
科学科普,爆肝2万字！全网最详细对能量的解读！能量究竟是什么？能量的本质到底是什么？以十层理解带你深度解析能量的本质。,204600,15595,1159,873,873
美食制作,学做俄罗斯樱桃饺子！感觉不如菠萝馅儿,450041,30716,1617,842,842
美食侦探,简简单单吃肉,301282,32904,760,563,563
财经商业,天降500亿，两个中国女人背后的惊天比特币骗局,324461,50513,794,922,922
搞笑,当一个i人被逼着拍照……,1686941,162647,4554,1999,1999
日常,低消费过诗意生活，我爸妈简直是模版,764657,84101,754,21541,21541
手机游戏,极致的控场———艾维“怀旧服”版,111530,14097,376,492,492
科工机械,关于“00后实习生勇闯电子行业，意外成为运营”这件事,2154659,462762,981,4663,4663
美食侦探,迟到的慌张也掩盖不了食堂的饭香，体验兰大食堂。,305554,19885,2133,546,546
搞笑,大堂经理的老丈人来浴池当保安,462621,39672,865,270,270
演奏,【法国街头｜中国古筝｜荣耀向我俯首】“我要荣耀向我俯首，征服世界或一无所有！”,355615,60145,413,1402,1402
影视杂谈,徒弟都这么厉害？不愧是宫崎骏！逆天高分动漫治愈正在内耗的你,1031644,54594,557,559,559
出行,大神之家网吧，30元包天，可洗澡洗衣服，网管每天都要检查人凉没凉,1168889,37622,4561,4835,4835
美食侦探,夜宵来顿螺蛳粉火锅，吸汁炸蛋再配超大腐竹，太满足啦～,517616,29185,1806,1162,1162
影视杂谈,赵敏有多聪明 竟然把张无忌拿捏得死死的？【玫瑰叔品倚天屠龙记3-8】【金庸武侠】,78068,6901,1925,69,69
小剧场,寝室憋笑游戏，你们确定这不是泼水游戏？,511704,54368,398,2401,2401
日常,从来没有如此期待过一个up主拖更..,521117,71684,8954,1597,1597
美食侦探,带四战士李炮儿挑战杭州1888帝王蟹波龙不限量自助餐,1010113,116807,695,1354,1354
单机游戏,这下真逆天了！！,1093961,158979,1012,633,633
单机游戏,辅助谁懂o(╥﹏╥)o-英雄联盟,2058327,241587,392,3409,3409
VOCALOID·UTAU,“你是熠熠的星辰”洛天依原创曲《黔歌行》【游学记云贵篇单曲】,330599,35963,1331,1425,1425
短片·手书,(完整版)再见了，我那有着婴儿般蓝色眼睛的爱人【Emoji】,443438,42093,172,966,966
日常,"死里逃生, 那个差点把我吃干抹净的杀猪盘。",336379,21094,10578,5984,5984
家居房产,我服了! 这脑洞也太......,2892782,36590,285,1849,1849
校园学习,你们要的三角函数之歌！,273207,36713,233,1489,1489
篮球,当我打球开启ZONE模式..,301305,20431,221,212,212
搞笑,[猫meme] 作为剪辑入职二次元周边公司啦！,466451,77021,200,628,628
数码,小米su7隐藏顶配支架/苹果iPhoneSE4/华为P70来袭/暴雪回归【科学表扬】169期/那岩KJMX/科技美学,224398,17011,11335,172,172
亲子,如果父母抽自己，孩子会变好！：那病要治！,377833,68585,445,1636,1636
短片·手书,偷的是我家啊！,3488088,435792,1051,13367,13367
人文历史,母系社会的幸福生活,30394,2099,237,164,164
美食记录,兄弟们！这次我真的要减肥了！！减100斤！！冲！！！！@李维刚的日常,1317094,179805,555,558,558
美食制作,我没有手，我一样也可以把每一份蛋炒饭炒好 ！,227957,33081,378,81,81
日常,这期是收摊回去后做土豆的准备过程,974319,154583,554,635,635
美食侦探,特厨探店 |藏在长沙巷子里的小馆！道道好吃！-长沙家常风味馆,455639,46318,715,4188,4188
日常,ASMR巨型豆荚、稀有干花触发音｜Bakery无人声助眠,529008,29032,734,1513,1513
手工,这是什么流麻？好小众的玩法……,545578,47481,875,3243,3243
单机游戏,注意，在这款异常真实的恐怖游戏千万不能大喊大叫,114397,10695,947,227,227
小剧场,对不起Jolin、阿妹、薛之谦、伍佰老师！！模仿一下不同歌手开演唱会台下观众的精神状态！,863671,108673,640,1405,1405
单机游戏,谁是卧底 5 ？！！,526877,47688,1822,253,253
手机游戏,【明日方舟】巴别塔剧情解说 半小时看完巴别塔全剧情,79100,5614,434,754,754
单机游戏,啊？27.0,709699,62337,2928,860,860
家居房产,闺蜜一直以为我在杭州混的很差,1820207,33701,122,262,262
日常,橙子下坡！！！,4518261,132765,408,299,299
日常,你们的爱情让我嫉妒得汗流浃背～,595305,71904,241,68,68
动物二创,哥哥嘤嘤嘤,1393918,100267,235,1370,1370
单机游戏,游戏玩家的地狱笑话 5.0,93841,17370,369,134,134
科工机械,防盗门的锁带100多伏的电，哧哧打火。,129160,16557,1391,265,265
音游,fufu 打 抢银行の小曲,213167,46009,310,573,573
足球,善语结善缘，恶言伤人心…,298246,29560,31,148,148
动漫杂谈,【柯南】柯南来到深山别墅，林中竟闪现神秘红衣女，西瓜带你回顾柯南恐怖案件《赤女的惨剧》,270157,17897,1776,244,244
单机游戏,"当在MC服里添加了发明人村民 (玩:深金,害得我笑了一下）",364703,33028,180,338,338
